InteractionID;CampaignID;CampaignName;CustomerID;CampaignMedium;EngagementLevel;ConversionStatus
99;1;Summer Sale 2024;680;Email;Ignored;Not Converted
100;2;Summer Sale 2024;10108;Email;Clicked;Converted
101;4;Summer Sale 2024;3764;Email;Clicked;Converted
102;1;Summer Sale 2024;2311;SMS;Clicked;Converted
103;2;Summer Sale 2024;5774;Email;Clicked;Converted
104;3;Summer Sale 2024;11073;SMS;Clicked;Not Converted
105;2;Summer Sale 2024;4743;Email;Ignored;Not Converted
106;3;Summer Sale 2024;11515;Email;Ignored;Not Converted
107;4;Summer Sale 2024;5436;Social Media;Ignored;Not Converted
108;5;Summer Sale 2024;10928;Social Media;Opened;Not Converted
109;1;Summer Sale 2024;610;Social Media;Clicked;Converted
110;3;Summer Sale 2024;5725;Social Media;Ignored;Not Converted
111;1;Summer Sale 2024;5585;Email;Ignored;Not Converted
112;2;Summer Sale 2024;3439;Social Media;Ignored;Not Converted
113;4;Summer Sale 2024;548;SMS;Ignored;Not Converted
114;1;Summer Sale 2024;5469;Social Media;Clicked;Not Converted
115;5;Summer Sale 2024;10972;SMS;Ignored;Not Converted
116;1;Summer Sale 2024;6705;Email;Clicked;Converted
117;2;Summer Sale 2024;5223;SMS;Clicked;Not Converted
118;1;Summer Sale 2024;10776;Social Media;Clicked;Converted
119;5;Summer Sale 2024;6260;SMS;Ignored;Not Converted
120;1;Summer Sale 2024;723;Email;Ignored;Not Converted
121;5;Summer Sale 2024;941;Social Media;Ignored;Not Converted
122;4;Summer Sale 2024;1396;SMS;Clicked;Not Converted
123;3;Summer Sale 2024;2478;SMS;Opened;Not Converted
124;5;Summer Sale 2024;10143;Social Media;Clicked;Not Converted
125;4;Summer Sale 2024;5112;Social Media;Opened;Not Converted
126;1;Summer Sale 2024;5093;Email;Clicked;Not Converted
127;1;Summer Sale 2024;9755;Social Media;Opened;Not Converted
128;4;Summer Sale 2024;4898;SMS;Ignored;Not Converted
129;3;Summer Sale 2024;4123;Email;Clicked;Converted
130;1;Summer Sale 2024;1200;Email;Ignored;Not Converted
131;3;Summer Sale 2024;361;Email;Opened;Not Converted
132;2;Summer Sale 2024;9777;SMS;Opened;Not Converted
133;3;Summer Sale 2024;11361;Email;Ignored;Not Converted
134;1;Summer Sale 2024;3775;Email;Ignored;Not Converted
135;2;Summer Sale 2024;2553;SMS;Clicked;Converted
136;3;Summer Sale 2024;8723;SMS;Ignored;Not Converted
137;5;Summer Sale 2024;1911;Email;Opened;Not Converted
138;3;Summer Sale 2024;4303;Social Media;Clicked;Converted
139;4;Summer Sale 2024;5620;SMS;Ignored;Not Converted
140;2;Summer Sale 2024;9638;Email;Opened;Not Converted
141;3;Summer Sale 2024;5170;SMS;Clicked;Not Converted
142;2;Summer Sale 2024;10609;Social Media;Ignored;Not Converted
143;1;Summer Sale 2024;2346;SMS;Ignored;Not Converted
144;4;Summer Sale 2024;6513;SMS;Clicked;Not Converted
145;5;Summer Sale 2024;8708;SMS;Clicked;Not Converted
146;4;Summer Sale 2024;9023;Social Media;Ignored;Not Converted
147;5;Summer Sale 2024;8754;Email;Opened;Converted
148;5;Summer Sale 2024;7124;Email;Clicked;Not Converted
149;1;Summer Sale 2024;5720;SMS;Opened;Not Converted
150;2;Summer Sale 2024;4553;Social Media;Clicked;Converted
151;3;Summer Sale 2024;7120;Social Media;Opened;Not Converted
152;4;Summer Sale 2024;3403;Social Media;Ignored;Not Converted
153;1;Summer Sale 2024;971;Social Media;Opened;Not Converted
154;1;Summer Sale 2024;7273;Social Media;Clicked;Not Converted
155;3;Summer Sale 2024;1667;Email;Opened;Converted
156;1;Summer Sale 2024;12471;Social Media;Ignored;Not Converted
157;5;Summer Sale 2024;8239;SMS;Ignored;Not Converted
158;1;Summer Sale 2024;2578;Email;Clicked;Converted
159;4;Summer Sale 2024;3660;Email;Clicked;Converted
160;1;Summer Sale 2024;1606;SMS;Opened;Not Converted
161;5;Summer Sale 2024;985;Email;Opened;Not Converted
162;1;Summer Sale 2024;3203;Email;Ignored;Not Converted
163;4;Summer Sale 2024;6591;Social Media;Ignored;Not Converted
164;3;Summer Sale 2024;10015;Social Media;Ignored;Not Converted
165;2;Summer Sale 2024;3904;Social Media;Clicked;Converted
166;3;Summer Sale 2024;1398;SMS;Opened;Converted
167;2;Summer Sale 2024;9679;SMS;Opened;Not Converted
168;4;Summer Sale 2024;1565;Email;Opened;Converted
169;4;Summer Sale 2024;5662;Social Media;Ignored;Not Converted
170;3;Summer Sale 2024;11903;Email;Opened;Not Converted
171;2;Summer Sale 2024;5197;Social Media;Ignored;Not Converted
172;1;Summer Sale 2024;966;Social Media;Clicked;Converted
173;3;Summer Sale 2024;5317;Email;Opened;Converted
174;2;Summer Sale 2024;5519;Email;Ignored;Not Converted
175;3;Summer Sale 2024;3870;Social Media;Opened;Converted
176;4;Summer Sale 2024;1830;Email;Opened;Not Converted
177;5;Summer Sale 2024;8902;SMS;Clicked;Converted
178;2;Summer Sale 2024;2068;SMS;Opened;Not Converted
179;3;Summer Sale 2024;6641;Email;Ignored;Not Converted
180;4;Summer Sale 2024;11202;Email;Ignored;Not Converted
181;3;Summer Sale 2024;11018;SMS;Opened;Not Converted
182;4;Summer Sale 2024;11672;Email;Ignored;Not Converted
183;5;Summer Sale 2024;10289;SMS;Opened;Not Converted
184;2;Summer Sale 2024;1450;SMS;Opened;Not Converted
185;5;Summer Sale 2024;8078;Email;Ignored;Not Converted
186;4;Summer Sale 2024;7602;SMS;Ignored;Not Converted
187;2;Summer Sale 2024;141;Email;Ignored;Not Converted
188;4;Summer Sale 2024;11501;SMS;Opened;Not Converted
189;1;Summer Sale 2024;3834;Email;Clicked;Converted
190;5;Summer Sale 2024;2219;Email;Clicked;Not Converted
191;3;Summer Sale 2024;7850;Email;Clicked;Converted
192;2;Summer Sale 2024;2149;SMS;Ignored;Not Converted
193;3;Summer Sale 2024;8159;Social Media;Clicked;Not Converted
194;1;Summer Sale 2024;5779;SMS;Clicked;Not Converted
195;5;Summer Sale 2024;4274;Email;Ignored;Not Converted
196;5;Summer Sale 2024;6827;SMS;Ignored;Not Converted
197;4;Summer Sale 2024;12038;Social Media;Clicked;Not Converted
198;1;Summer Sale 2024;10899;SMS;Opened;Not Converted
199;5;Summer Sale 2024;5267;Social Media;Clicked;Converted
200;3;Summer Sale 2024;648;Social Media;Clicked;Converted
201;4;Summer Sale 2024;8756;SMS;Opened;Not Converted
202;3;Summer Sale 2024;8940;Email;Ignored;Not Converted
203;5;Summer Sale 2024;8523;SMS;Ignored;Not Converted
204;1;Summer Sale 2024;2373;Email;Ignored;Not Converted
205;4;Summer Sale 2024;5387;Email;Opened;Not Converted
206;5;Summer Sale 2024;11599;Social Media;Ignored;Not Converted
207;1;Summer Sale 2024;11638;Email;Opened;Not Converted
208;3;Summer Sale 2024;10844;Email;Ignored;Not Converted
209;2;Summer Sale 2024;2242;Email;Opened;Converted
210;4;Summer Sale 2024;2727;SMS;Clicked;Not Converted
211;2;Summer Sale 2024;7846;Social Media;Opened;Converted
212;1;Summer Sale 2024;5547;Social Media;Opened;Converted
213;1;Summer Sale 2024;9936;SMS;Clicked;Not Converted
214;3;Summer Sale 2024;2337;Social Media;Clicked;Not Converted
215;3;Summer Sale 2024;7141;SMS;Ignored;Not Converted
216;2;Summer Sale 2024;2250;SMS;Ignored;Not Converted
217;4;Summer Sale 2024;7531;SMS;Ignored;Not Converted
218;1;Summer Sale 2024;2395;SMS;Opened;Not Converted
219;3;Summer Sale 2024;10144;Social Media;Clicked;Not Converted
220;2;Summer Sale 2024;8761;SMS;Clicked;Converted
221;5;Summer Sale 2024;10593;Social Media;Clicked;Not Converted
222;4;Summer Sale 2024;11292;Email;Clicked;Converted
223;1;Summer Sale 2024;2594;SMS;Ignored;Not Converted
224;3;Summer Sale 2024;1988;Social Media;Clicked;Converted
225;1;Summer Sale 2024;3402;SMS;Opened;Not Converted
226;4;Summer Sale 2024;12087;SMS;Clicked;Not Converted
227;4;Summer Sale 2024;750;Email;Clicked;Not Converted
228;5;Summer Sale 2024;6527;Email;Clicked;Converted
229;3;Summer Sale 2024;7351;Social Media;Ignored;Not Converted
230;2;Summer Sale 2024;12113;SMS;Clicked;Not Converted
231;5;Summer Sale 2024;937;Social Media;Opened;Not Converted
232;2;Summer Sale 2024;3869;Email;Opened;Not Converted
233;3;Summer Sale 2024;3948;Social Media;Opened;Not Converted
234;3;Summer Sale 2024;11898;Email;Opened;Converted
235;1;Summer Sale 2024;4576;SMS;Clicked;Not Converted
236;4;Summer Sale 2024;7519;Social Media;Clicked;Not Converted
237;4;Summer Sale 2024;155;SMS;Ignored;Not Converted
238;4;Summer Sale 2024;7004;SMS;Clicked;Not Converted
239;3;Summer Sale 2024;857;Email;Clicked;Converted
240;4;Summer Sale 2024;9954;SMS;Ignored;Not Converted
241;2;Summer Sale 2024;2307;Social Media;Ignored;Not Converted
242;2;Summer Sale 2024;10034;Social Media;Opened;Converted
243;1;Summer Sale 2024;10264;Social Media;Clicked;Converted
244;5;Summer Sale 2024;2231;Email;Ignored;Not Converted
245;3;Summer Sale 2024;9440;Email;Clicked;Not Converted
246;4;Summer Sale 2024;5797;Email;Opened;Converted
247;1;Summer Sale 2024;1043;Email;Opened;Converted
248;1;Summer Sale 2024;8336;Email;Ignored;Not Converted
249;5;Summer Sale 2024;9579;Social Media;Ignored;Not Converted
250;2;Summer Sale 2024;11250;SMS;Ignored;Not Converted
251;3;Summer Sale 2024;8891;Social Media;Opened;Not Converted
252;1;Summer Sale 2024;7011;SMS;Clicked;Converted
253;3;Summer Sale 2024;5411;Email;Ignored;Not Converted
254;1;Summer Sale 2024;5503;Email;Ignored;Not Converted
255;1;Summer Sale 2024;9471;SMS;Clicked;Converted
256;4;Summer Sale 2024;11732;SMS;Clicked;Not Converted
257;2;Summer Sale 2024;2482;Social Media;Opened;Converted
258;1;Summer Sale 2024;12435;SMS;Ignored;Not Converted
259;4;Summer Sale 2024;8556;Social Media;Ignored;Not Converted
260;3;Summer Sale 2024;5905;SMS;Clicked;Converted
261;1;Summer Sale 2024;11677;Social Media;Ignored;Not Converted
262;4;Summer Sale 2024;6168;Email;Opened;Not Converted
263;1;Summer Sale 2024;5829;SMS;Clicked;Not Converted
264;4;Summer Sale 2024;7644;Social Media;Ignored;Not Converted
265;2;Summer Sale 2024;2966;Social Media;Ignored;Not Converted
266;5;Summer Sale 2024;12070;Email;Clicked;Not Converted
267;5;Summer Sale 2024;5181;SMS;Opened;Not Converted
268;1;Summer Sale 2024;1055;Social Media;Opened;Not Converted
269;1;Summer Sale 2024;567;Email;Ignored;Not Converted
270;4;Summer Sale 2024;4886;Social Media;Clicked;Converted
271;1;Summer Sale 2024;5416;SMS;Opened;Not Converted
272;4;Summer Sale 2024;5596;SMS;Opened;Not Converted
273;1;Summer Sale 2024;8503;Email;Ignored;Not Converted
274;3;Summer Sale 2024;7810;SMS;Clicked;Not Converted
275;1;Summer Sale 2024;10905;SMS;Ignored;Not Converted
276;3;Summer Sale 2024;2562;Social Media;Clicked;Converted
277;2;Summer Sale 2024;4733;Social Media;Opened;Converted
278;4;Summer Sale 2024;10775;Email;Clicked;Not Converted
279;2;Summer Sale 2024;2101;Social Media;Ignored;Not Converted
280;1;Summer Sale 2024;6940;SMS;Opened;Not Converted
281;1;Summer Sale 2024;358;Social Media;Ignored;Not Converted
282;3;Summer Sale 2024;9516;Social Media;Ignored;Not Converted
283;4;Summer Sale 2024;11388;Email;Ignored;Not Converted
284;1;Summer Sale 2024;3428;Email;Opened;Converted
285;4;Summer Sale 2024;1654;SMS;Clicked;Converted
286;4;Summer Sale 2024;7505;Email;Opened;Not Converted
287;3;Summer Sale 2024;5401;Social Media;Opened;Not Converted
288;3;Summer Sale 2024;8445;Email;Opened;Not Converted
289;1;Summer Sale 2024;5617;Email;Ignored;Not Converted
290;5;Summer Sale 2024;3191;Social Media;Clicked;Converted
291;5;Summer Sale 2024;10372;SMS;Clicked;Converted
292;5;Summer Sale 2024;11808;Social Media;Opened;Not Converted
293;4;Summer Sale 2024;3836;Email;Clicked;Not Converted
294;1;Summer Sale 2024;6076;SMS;Ignored;Not Converted
295;5;Summer Sale 2024;2805;Social Media;Opened;Converted
296;3;Summer Sale 2024;2957;Social Media;Clicked;Converted
297;5;Summer Sale 2024;5291;SMS;Ignored;Not Converted
298;2;Summer Sale 2024;7263;SMS;Opened;Not Converted
299;2;Summer Sale 2024;5528;Social Media;Opened;Not Converted
300;5;Summer Sale 2024;4833;Email;Opened;Converted
301;5;Summer Sale 2024;5781;SMS;Ignored;Not Converted
302;2;Summer Sale 2024;7759;SMS;Clicked;Not Converted
303;3;Summer Sale 2024;4173;SMS;Clicked;Converted
304;4;Summer Sale 2024;6122;Email;Ignored;Not Converted
305;5;Summer Sale 2024;2782;Social Media;Clicked;Converted
306;3;Summer Sale 2024;6748;Social Media;Opened;Not Converted
307;4;Summer Sale 2024;5368;SMS;Clicked;Not Converted
308;3;Summer Sale 2024;8320;SMS;Ignored;Not Converted
309;3;Summer Sale 2024;5802;Social Media;Clicked;Converted
310;5;Summer Sale 2024;4478;Email;Ignored;Not Converted
311;4;Summer Sale 2024;4988;Social Media;Clicked;Converted
312;4;Summer Sale 2024;8643;SMS;Clicked;Not Converted
313;1;Summer Sale 2024;11988;Social Media;Clicked;Not Converted
314;3;Summer Sale 2024;4241;Email;Ignored;Not Converted
315;3;Summer Sale 2024;12061;SMS;Clicked;Converted
316;4;Summer Sale 2024;2518;Social Media;Opened;Not Converted
317;2;Summer Sale 2024;3408;Email;Clicked;Converted
318;2;Summer Sale 2024;8865;SMS;Clicked;Not Converted
319;2;Summer Sale 2024;126;Social Media;Opened;Not Converted
320;5;Summer Sale 2024;6058;Email;Ignored;Not Converted
321;3;Summer Sale 2024;8098;Email;Clicked;Converted
322;3;Summer Sale 2024;2147;SMS;Opened;Not Converted
323;1;Summer Sale 2024;3653;SMS;Clicked;Converted
324;2;Summer Sale 2024;1605;Social Media;Opened;Converted
325;4;Summer Sale 2024;1688;Email;Ignored;Not Converted
326;3;Summer Sale 2024;3332;Email;Opened;Converted
327;4;Summer Sale 2024;137;Social Media;Ignored;Not Converted
328;1;Summer Sale 2024;11448;Email;Clicked;Not Converted
329;4;Summer Sale 2024;9329;SMS;Opened;Converted
330;3;Summer Sale 2024;827;Social Media;Opened;Not Converted
331;2;Summer Sale 2024;12258;SMS;Opened;Not Converted
332;4;Summer Sale 2024;3341;Social Media;Opened;Not Converted
333;5;Summer Sale 2024;10142;Email;Opened;Not Converted
334;2;Summer Sale 2024;10698;Social Media;Opened;Not Converted
335;4;Summer Sale 2024;3570;Email;Opened;Converted
336;2;Summer Sale 2024;10771;SMS;Opened;Not Converted
337;3;Summer Sale 2024;8640;Social Media;Opened;Converted
338;3;Summer Sale 2024;4168;Email;Clicked;Not Converted
339;2;Summer Sale 2024;360;SMS;Opened;Not Converted
340;4;Summer Sale 2024;560;Email;Ignored;Not Converted
341;4;Summer Sale 2024;11477;Social Media;Opened;Not Converted
342;5;Summer Sale 2024;3215;Social Media;Opened;Not Converted
343;2;Summer Sale 2024;7496;Social Media;Ignored;Not Converted
344;2;Summer Sale 2024;828;Email;Opened;Not Converted
345;4;Summer Sale 2024;7100;Email;Clicked;Converted
346;2;Summer Sale 2024;3942;Social Media;Clicked;Converted
347;4;Summer Sale 2024;1091;Email;Ignored;Not Converted
348;4;Summer Sale 2024;635;Social Media;Ignored;Not Converted
349;2;Summer Sale 2024;10120;Email;Ignored;Not Converted
350;2;Summer Sale 2024;10005;Social Media;Clicked;Not Converted
351;3;Summer Sale 2024;3285;SMS;Ignored;Not Converted
352;3;Summer Sale 2024;6614;SMS;Opened;Not Converted
353;2;Summer Sale 2024;9114;Social Media;Clicked;Converted
354;5;Summer Sale 2024;12273;SMS;Ignored;Not Converted
355;4;Summer Sale 2024;9290;SMS;Ignored;Not Converted
356;5;Summer Sale 2024;674;Social Media;Ignored;Not Converted
357;5;Summer Sale 2024;835;SMS;Ignored;Not Converted
358;2;Summer Sale 2024;5485;SMS;Clicked;Converted
359;3;Summer Sale 2024;6511;SMS;Clicked;Not Converted
360;3;Summer Sale 2024;3198;Email;Opened;Converted
361;5;Summer Sale 2024;956;SMS;Clicked;Converted
362;3;Summer Sale 2024;5242;Email;Ignored;Not Converted
363;5;Summer Sale 2024;2356;SMS;Opened;Not Converted
364;2;Summer Sale 2024;8814;Email;Opened;Not Converted
365;5;Summer Sale 2024;9174;Email;Opened;Converted
366;2;Summer Sale 2024;6313;Email;Clicked;Converted
367;4;Summer Sale 2024;11857;Social Media;Opened;Not Converted
368;2;Summer Sale 2024;759;Social Media;Clicked;Not Converted
369;3;Summer Sale 2024;9980;Social Media;Clicked;Converted
370;3;Summer Sale 2024;3485;Social Media;Clicked;Converted
371;4;Summer Sale 2024;3350;Email;Opened;Converted
372;4;Summer Sale 2024;10895;Social Media;Clicked;Converted
373;2;Summer Sale 2024;2033;Social Media;Opened;Converted
374;2;Summer Sale 2024;3195;SMS;Opened;Not Converted
375;2;Summer Sale 2024;10025;Email;Clicked;Converted
376;3;Summer Sale 2024;9459;SMS;Ignored;Not Converted
377;5;Summer Sale 2024;2194;Email;Opened;Not Converted
378;5;Summer Sale 2024;8996;Email;Opened;Not Converted
379;1;Summer Sale 2024;9050;Social Media;Ignored;Not Converted
380;3;Summer Sale 2024;6096;Social Media;Clicked;Converted
381;2;Summer Sale 2024;9643;SMS;Opened;Not Converted
382;1;Summer Sale 2024;9325;Email;Clicked;Not Converted
383;3;Summer Sale 2024;2829;SMS;Ignored;Not Converted
384;2;Summer Sale 2024;8676;Email;Ignored;Not Converted
385;5;Summer Sale 2024;11114;Email;Opened;Not Converted
386;5;Summer Sale 2024;1289;Email;Opened;Not Converted
387;2;Summer Sale 2024;5159;Social Media;Clicked;Not Converted
388;1;Summer Sale 2024;9501;Social Media;Clicked;Not Converted
389;3;Summer Sale 2024;5626;SMS;Clicked;Not Converted
390;1;Summer Sale 2024;9562;Social Media;Clicked;Converted
391;1;Summer Sale 2024;599;Email;Ignored;Not Converted
392;4;Summer Sale 2024;9013;Social Media;Ignored;Not Converted
393;4;Summer Sale 2024;5679;SMS;Opened;Not Converted
394;3;Summer Sale 2024;8872;Email;Opened;Not Converted
395;5;Summer Sale 2024;5;SMS;Opened;Not Converted
396;2;Summer Sale 2024;3657;Social Media;Clicked;Not Converted
397;2;Summer Sale 2024;11889;Social Media;Clicked;Converted
398;1;Summer Sale 2024;2173;Email;Ignored;Not Converted
399;4;Summer Sale 2024;2190;SMS;Opened;Converted
400;1;Summer Sale 2024;11786;Email;Ignored;Not Converted
401;2;Summer Sale 2024;5180;Social Media;Clicked;Not Converted
402;3;Summer Sale 2024;625;Social Media;Opened;Converted
403;2;Summer Sale 2024;8082;Email;Opened;Not Converted
404;5;Summer Sale 2024;10467;SMS;Clicked;Not Converted
405;5;Summer Sale 2024;8776;Email;Opened;Converted
406;3;Summer Sale 2024;1326;SMS;Ignored;Not Converted
407;4;Summer Sale 2024;9784;Email;Ignored;Not Converted
408;3;Summer Sale 2024;1249;Social Media;Clicked;Not Converted
409;2;Summer Sale 2024;2154;SMS;Opened;Not Converted
410;5;Summer Sale 2024;1133;Social Media;Ignored;Not Converted
411;5;Summer Sale 2024;2489;SMS;Clicked;Not Converted
412;4;Summer Sale 2024;7296;Email;Ignored;Not Converted
413;3;Summer Sale 2024;7385;Social Media;Opened;Not Converted
414;2;Summer Sale 2024;6333;Email;Clicked;Converted
415;1;Summer Sale 2024;10744;Email;Opened;Not Converted
416;3;Summer Sale 2024;7882;Email;Ignored;Not Converted
417;5;Summer Sale 2024;6849;Email;Opened;Converted
418;3;Summer Sale 2024;2544;Social Media;Clicked;Not Converted
419;2;Summer Sale 2024;608;SMS;Ignored;Not Converted
420;5;Summer Sale 2024;11688;Social Media;Clicked;Not Converted
421;5;Summer Sale 2024;10614;SMS;Opened;Not Converted
422;5;Summer Sale 2024;2166;SMS;Clicked;Converted
423;5;Summer Sale 2024;254;Social Media;Opened;Converted
424;3;Summer Sale 2024;12404;SMS;Clicked;Not Converted
425;2;Summer Sale 2024;5978;Social Media;Clicked;Not Converted
426;1;Summer Sale 2024;770;Email;Opened;Not Converted
427;3;Summer Sale 2024;5431;Social Media;Clicked;Not Converted
428;3;Summer Sale 2024;7077;Email;Ignored;Not Converted
429;5;Summer Sale 2024;959;Email;Ignored;Not Converted
430;3;Summer Sale 2024;3000;Email;Opened;Not Converted
431;1;Summer Sale 2024;3714;Email;Clicked;Converted
432;5;Summer Sale 2024;7962;Email;Clicked;Converted
433;5;Summer Sale 2024;11320;Social Media;Clicked;Not Converted
434;1;Summer Sale 2024;1918;Social Media;Ignored;Not Converted
435;3;Summer Sale 2024;3955;Email;Clicked;Converted
436;5;Summer Sale 2024;7977;Email;Opened;Converted
437;5;Summer Sale 2024;8570;Email;Ignored;Not Converted
438;3;Summer Sale 2024;5230;SMS;Clicked;Not Converted
439;3;Summer Sale 2024;9156;SMS;Ignored;Not Converted
440;5;Summer Sale 2024;1301;Social Media;Opened;Converted
441;2;Summer Sale 2024;3543;Social Media;Clicked;Converted
442;5;Summer Sale 2024;7446;Social Media;Opened;Converted
443;5;Summer Sale 2024;9068;Social Media;Ignored;Not Converted
444;2;Summer Sale 2024;5314;SMS;Clicked;Not Converted
445;2;Summer Sale 2024;62;Email;Clicked;Converted
446;2;Summer Sale 2024;6017;SMS;Clicked;Converted
447;4;Summer Sale 2024;3587;Email;Ignored;Not Converted
448;1;Summer Sale 2024;7023;Email;Ignored;Not Converted
