ProductID;ProductName;Category;Subcategory;BrandName;Price;StockAvailability
112;UrbanWear Jeans Model #112;Clothing;Jeans;UrbanWear;260.31;195
113;VitaBoost Vitamins Model #113;Beauty & Health;Vitamins;VitaBoost;87.80;282
114;VitaBoost Vitamins Model #114;Beauty & Health;Vitamins;VitaBoost;184.96;126
115;GlowUp Vitamins Model #115;Beauty & Health;Vitamins;GlowUp;115.31;422
116;CozyLiving Cookware Model #116;Home & Kitchen;Cookware;CozyLiving;19.53;116
117;TechGiant Laptops Model #117;Electronics;Laptops;TechGiant;1746.72;430
118;KitchenWiz Decor Model #118;Home & Kitchen;Decor;KitchenWiz;397.59;305
119;ElectroBrand Headphones Model #119;Electronics;Headphones;ElectroBrand;295.58;272
120;ElectroBrand Headphones Model #120;Electronics;Headphones;ElectroBrand;873.79;467
121;HomeEssentials Cookware Model #121;Home & Kitchen;Cookware;HomeEssentials;191.14;74
122;EcoThreads T-Shirts Model #122;Clothing;T-Shirts;EcoThreads;135.49;399
123;HomeEssentials Decor Model #123;Home & Kitchen;Decor;HomeEssentials;360.95;248
124;CozyLiving Cookware Model #124;Home & Kitchen;Cookware;CozyLiving;101.35;422
125;ElectroBrand Smartphones Model #125;Electronics;Smartphones;ElectroBrand;1147.16;0
126;PureHealth Makeup Model #126;Beauty & Health;Makeup;PureHealth;62.77;189
127;UrbanWear Jeans Model #127;Clothing;Jeans;UrbanWear;259.74;185
128;UrbanWear Jackets Model #128;Clothing;Jackets;UrbanWear;35.92;384
129;GadgetPro Laptops Model #129;Electronics;Laptops;GadgetPro;1758.89;244
130;ElectroBrand Headphones Model #130;Electronics;Headphones;ElectroBrand;909.20;27
131;UrbanWear Jeans Model #131;Clothing;Jeans;UrbanWear;132.03;464
132;KitchenWiz Decor Model #132;Home & Kitchen;Decor;KitchenWiz;215.50;268
133;KitchenWiz Decor Model #133;Home & Kitchen;Decor;KitchenWiz;299.49;343
134;KitchenWiz Decor Model #134;Home & Kitchen;Decor;KitchenWiz;498.08;464
135;EcoThreads T-Shirts Model #135;Clothing;T-Shirts;EcoThreads;200.36;36
136;PureHealth Makeup Model #136;Beauty & Health;Makeup;PureHealth;100.65;432
137;KitchenWiz Decor Model #137;Home & Kitchen;Decor;KitchenWiz;104.07;224
138;TechGiant Smartphones Model #138;Electronics;Smartphones;TechGiant;1504.52;366
139;UrbanWear Jackets Model #139;Clothing;Jackets;UrbanWear;119.86;144
140;EcoThreads Jeans Model #140;Clothing;Jeans;EcoThreads;297.53;232
141;CozyLiving Cookware Model #141;Home & Kitchen;Cookware;CozyLiving;258.36;265
142;HomeEssentials Cookware Model #142;Home & Kitchen;Cookware;HomeEssentials;39.48;77
143;UrbanWear Jackets Model #143;Clothing;Jackets;UrbanWear;22.47;22
144;UrbanWear Jackets Model #144;Clothing;Jackets;UrbanWear;174.81;175
145;TechGiant Laptops Model #145;Electronics;Laptops;TechGiant;1335.41;458
146;EcoThreads Jackets Model #146;Clothing;Jackets;EcoThreads;40.22;28
147;TechGiant Smartphones Model #147;Electronics;Smartphones;TechGiant;1377.59;207
148;EcoThreads Jackets Model #148;Clothing;Jackets;EcoThreads;297.90;344
149;VitaBoost Vitamins Model #149;Beauty & Health;Vitamins;VitaBoost;67.38;481
150;KitchenWiz Cookware Model #150;Home & Kitchen;Cookware;KitchenWiz;34.98;306
151;KitchenWiz Decor Model #151;Home & Kitchen;Decor;KitchenWiz;442.84;260
152;HomeEssentials Cookware Model #152;Home & Kitchen;Cookware;HomeEssentials;394.20;242
153;GadgetPro Smartphones Model #153;Electronics;Smartphones;GadgetPro;1087.38;83
154;GadgetPro Laptops Model #154;Electronics;Laptops;GadgetPro;869.95;98
155;CozyLiving Cookware Model #155;Home & Kitchen;Cookware;CozyLiving;324.89;350
156;CozyLiving Cookware Model #156;Home & Kitchen;Cookware;CozyLiving;102.88;134
157;HomeEssentials Bedding Model #157;Home & Kitchen;Bedding;HomeEssentials;180.86;199
158;CozyLiving Bedding Model #158;Home & Kitchen;Bedding;CozyLiving;435.15;112
159;KitchenWiz Bedding Model #159;Home & Kitchen;Bedding;KitchenWiz;252.42;232
160;PureHealth Vitamins Model #160;Beauty & Health;Vitamins;PureHealth;38.87;269
161;KitchenWiz Cookware Model #161;Home & Kitchen;Cookware;KitchenWiz;63.70;472
162;ClassicFits T-Shirts Model #162;Clothing;T-Shirts;ClassicFits;239.95;313
163;HomeEssentials Cookware Model #163;Home & Kitchen;Cookware;HomeEssentials;294.53;457
164;KitchenWiz Cookware Model #164;Home & Kitchen;Cookware;KitchenWiz;195.58;271
165;PureHealth Makeup Model #165;Beauty & Health;Makeup;PureHealth;101.26;208
166;EcoThreads T-Shirts Model #166;Clothing;T-Shirts;EcoThreads;91.96;388
167;KitchenWiz Cookware Model #167;Home & Kitchen;Cookware;KitchenWiz;358.99;98
168;VitaBoost Skincare Model #168;Beauty & Health;Skincare;VitaBoost;166.22;78
169;VitaBoost Vitamins Model #169;Beauty & Health;Vitamins;VitaBoost;122.72;115
170;ElectroBrand Laptops Model #170;Electronics;Laptops;ElectroBrand;1234.95;337
171;ElectroBrand Headphones Model #171;Electronics;Headphones;ElectroBrand;595.00;238
172;KitchenWiz Decor Model #172;Home & Kitchen;Decor;KitchenWiz;176.60;456
173;VitaBoost Skincare Model #173;Beauty & Health;Skincare;VitaBoost;14.97;346
174;HomeEssentials Cookware Model #174;Home & Kitchen;Cookware;HomeEssentials;210.88;47
175;ElectroBrand Smartphones Model #175;Electronics;Smartphones;ElectroBrand;1066.40;414
176;GlowUp Vitamins Model #176;Beauty & Health;Vitamins;GlowUp;121.19;408
177;ElectroBrand Headphones Model #177;Electronics;Headphones;ElectroBrand;796.57;396
178;GadgetPro Headphones Model #178;Electronics;Headphones;GadgetPro;1995.22;94
179;KitchenWiz Decor Model #179;Home & Kitchen;Decor;KitchenWiz;136.51;202
180;GlowUp Vitamins Model #180;Beauty & Health;Vitamins;GlowUp;94.49;62
181;UrbanWear Jeans Model #181;Clothing;Jeans;UrbanWear;128.59;126
182;CozyLiving Bedding Model #182;Home & Kitchen;Bedding;CozyLiving;462.86;254
183;HomeEssentials Cookware Model #183;Home & Kitchen;Cookware;HomeEssentials;29.42;66
184;CozyLiving Cookware Model #184;Home & Kitchen;Cookware;CozyLiving;388.77;4
185;CozyLiving Cookware Model #185;Home & Kitchen;Cookware;CozyLiving;330.37;443
186;CozyLiving Bedding Model #186;Home & Kitchen;Bedding;CozyLiving;357.57;210
187;ClassicFits Jeans Model #187;Clothing;Jeans;ClassicFits;275.09;486
188;VitaBoost Skincare Model #188;Beauty & Health;Skincare;VitaBoost;196.38;113
189;KitchenWiz Bedding Model #189;Home & Kitchen;Bedding;KitchenWiz;286.32;354
190;TechGiant Headphones Model #190;Electronics;Headphones;TechGiant;1294.50;240
191;VitaBoost Vitamins Model #191;Beauty & Health;Vitamins;VitaBoost;15.08;322
192;ElectroBrand Smartphones Model #192;Electronics;Smartphones;ElectroBrand;1044.02;389
193;KitchenWiz Decor Model #193;Home & Kitchen;Decor;KitchenWiz;454.16;479
194;CozyLiving Cookware Model #194;Home & Kitchen;Cookware;CozyLiving;300.96;178
195;HomeEssentials Bedding Model #195;Home & Kitchen;Bedding;HomeEssentials;408.30;10
196;GadgetPro Headphones Model #196;Electronics;Headphones;GadgetPro;1758.39;435
197;CozyLiving Bedding Model #197;Home & Kitchen;Bedding;CozyLiving;441.11;459
198;VitaBoost Vitamins Model #198;Beauty & Health;Vitamins;VitaBoost;183.44;84
199;HomeEssentials Cookware Model #199;Home & Kitchen;Cookware;HomeEssentials;39.28;307
200;TechGiant Smartphones Model #200;Electronics;Smartphones;TechGiant;1740.22;188
201;CozyLiving Cookware Model #201;Home & Kitchen;Cookware;CozyLiving;179.59;471
202;GlowUp Skincare Model #202;Beauty & Health;Skincare;GlowUp;91.12;6
203;ClassicFits Jeans Model #203;Clothing;Jeans;ClassicFits;219.45;444
204;VitaBoost Makeup Model #204;Beauty & Health;Makeup;VitaBoost;189.18;363
205;ClassicFits Jackets Model #205;Clothing;Jackets;ClassicFits;187.28;375
206;ClassicFits T-Shirts Model #206;Clothing;T-Shirts;ClassicFits;33.92;385
207;HomeEssentials Decor Model #207;Home & Kitchen;Decor;HomeEssentials;471.44;211
208;PureHealth Makeup Model #208;Beauty & Health;Makeup;PureHealth;172.37;304
209;HomeEssentials Decor Model #209;Home & Kitchen;Decor;HomeEssentials;388.85;12
210;VitaBoost Vitamins Model #210;Beauty & Health;Vitamins;VitaBoost;45.03;334
211;CozyLiving Bedding Model #211;Home & Kitchen;Bedding;CozyLiving;234.65;96
212;TechGiant Headphones Model #212;Electronics;Headphones;TechGiant;1127.07;438
213;ElectroBrand Headphones Model #213;Electronics;Headphones;ElectroBrand;379.70;93
214;KitchenWiz Decor Model #214;Home & Kitchen;Decor;KitchenWiz;85.82;472
215;HomeEssentials Decor Model #215;Home & Kitchen;Decor;HomeEssentials;494.40;347
216;EcoThreads Jeans Model #216;Clothing;Jeans;EcoThreads;259.78;262
217;ElectroBrand Laptops Model #217;Electronics;Laptops;ElectroBrand;1884.38;135
218;KitchenWiz Bedding Model #218;Home & Kitchen;Bedding;KitchenWiz;457.07;471
219;KitchenWiz Bedding Model #219;Home & Kitchen;Bedding;KitchenWiz;202.69;70
220;HomeEssentials Cookware Model #220;Home & Kitchen;Cookware;HomeEssentials;498.67;160
221;TechGiant Laptops Model #221;Electronics;Laptops;TechGiant;1422.78;446
222;ElectroBrand Smartphones Model #222;Electronics;Smartphones;ElectroBrand;1231.98;97
223;EcoThreads Jackets Model #223;Clothing;Jackets;EcoThreads;115.70;19
224;VitaBoost Makeup Model #224;Beauty & Health;Makeup;VitaBoost;16.77;301
225;ClassicFits T-Shirts Model #225;Clothing;T-Shirts;ClassicFits;165.89;388
226;EcoThreads T-Shirts Model #226;Clothing;T-Shirts;EcoThreads;276.87;261
227;TechGiant Laptops Model #227;Electronics;Laptops;TechGiant;1832.42;137
228;HomeEssentials Bedding Model #228;Home & Kitchen;Bedding;HomeEssentials;494.16;166
229;VitaBoost Skincare Model #229;Beauty & Health;Skincare;VitaBoost;22.18;192
230;UrbanWear Jeans Model #230;Clothing;Jeans;UrbanWear;205.45;11
231;TechGiant Smartphones Model #231;Electronics;Smartphones;TechGiant;1992.77;85
232;GadgetPro Smartphones Model #232;Electronics;Smartphones;GadgetPro;1309.46;325
233;HomeEssentials Cookware Model #233;Home & Kitchen;Cookware;HomeEssentials;68.74;395
234;HomeEssentials Decor Model #234;Home & Kitchen;Decor;HomeEssentials;412.64;310
235;ClassicFits T-Shirts Model #235;Clothing;T-Shirts;ClassicFits;83.22;62
236;ElectroBrand Laptops Model #236;Electronics;Laptops;ElectroBrand;1971.49;72
237;PureHealth Makeup Model #237;Beauty & Health;Makeup;PureHealth;120.64;192
238;ClassicFits Jackets Model #238;Clothing;Jackets;ClassicFits;149.00;435
239;ClassicFits Jackets Model #239;Clothing;Jackets;ClassicFits;180.33;360
240;PureHealth Makeup Model #240;Beauty & Health;Makeup;PureHealth;14.29;102
241;UrbanWear Jeans Model #241;Clothing;Jeans;UrbanWear;281.38;367
242;VitaBoost Skincare Model #242;Beauty & Health;Skincare;VitaBoost;128.59;265
243;ElectroBrand Laptops Model #243;Electronics;Laptops;ElectroBrand;1563.52;70
244;UrbanWear Jackets Model #244;Clothing;Jackets;UrbanWear;237.04;126
245;KitchenWiz Cookware Model #245;Home & Kitchen;Cookware;KitchenWiz;253.78;185
246;TechGiant Smartphones Model #246;Electronics;Smartphones;TechGiant;1606.59;109
247;TechGiant Smartphones Model #247;Electronics;Smartphones;TechGiant;1854.18;238
248;CozyLiving Decor Model #248;Home & Kitchen;Decor;CozyLiving;314.75;177
249;CozyLiving Decor Model #249;Home & Kitchen;Decor;CozyLiving;295.13;344
250;CozyLiving Bedding Model #250;Home & Kitchen;Bedding;CozyLiving;427.97;431
251;KitchenWiz Decor Model #251;Home & Kitchen;Decor;KitchenWiz;109.80;274
252;TechGiant Smartphones Model #252;Electronics;Smartphones;TechGiant;856.63;392
253;GadgetPro Headphones Model #253;Electronics;Headphones;GadgetPro;848.43;85
254;ClassicFits Jeans Model #254;Clothing;Jeans;ClassicFits;155.55;324
255;CozyLiving Bedding Model #255;Home & Kitchen;Bedding;CozyLiving;313.89;295
256;CozyLiving Decor Model #256;Home & Kitchen;Decor;CozyLiving;452.94;213
257;VitaBoost Vitamins Model #257;Beauty & Health;Vitamins;VitaBoost;156.93;69
258;GlowUp Skincare Model #258;Beauty & Health;Skincare;GlowUp;96.56;368
259;VitaBoost Makeup Model #259;Beauty & Health;Makeup;VitaBoost;160.79;470
260;GadgetPro Smartphones Model #260;Electronics;Smartphones;GadgetPro;1638.59;216
261;ElectroBrand Headphones Model #261;Electronics;Headphones;ElectroBrand;707.30;273
262;ElectroBrand Smartphones Model #262;Electronics;Smartphones;ElectroBrand;1589.76;355
263;TechGiant Laptops Model #263;Electronics;Laptops;TechGiant;880.59;157
264;PureHealth Skincare Model #264;Beauty & Health;Skincare;PureHealth;130.80;35
265;UrbanWear Jeans Model #265;Clothing;Jeans;UrbanWear;161.47;248
266;GlowUp Makeup Model #266;Beauty & Health;Makeup;GlowUp;74.05;309
267;PureHealth Vitamins Model #267;Beauty & Health;Vitamins;PureHealth;133.16;12
268;ClassicFits T-Shirts Model #268;Clothing;T-Shirts;ClassicFits;21.61;232
269;VitaBoost Makeup Model #269;Beauty & Health;Makeup;VitaBoost;199.38;334
270;VitaBoost Skincare Model #270;Beauty & Health;Skincare;VitaBoost;169.88;113
271;EcoThreads Jeans Model #271;Clothing;Jeans;EcoThreads;171.43;9
272;CozyLiving Decor Model #272;Home & Kitchen;Decor;CozyLiving;72.99;358
273;TechGiant Smartphones Model #273;Electronics;Smartphones;TechGiant;1669.71;24
274;PureHealth Skincare Model #274;Beauty & Health;Skincare;PureHealth;21.11;277
275;CozyLiving Decor Model #275;Home & Kitchen;Decor;CozyLiving;59.74;392
276;VitaBoost Makeup Model #276;Beauty & Health;Makeup;VitaBoost;172.99;246
277;ElectroBrand Smartphones Model #277;Electronics;Smartphones;ElectroBrand;702.96;190
278;HomeEssentials Bedding Model #278;Home & Kitchen;Bedding;HomeEssentials;106.11;389
279;TechGiant Smartphones Model #279;Electronics;Smartphones;TechGiant;258.21;346
280;CozyLiving Bedding Model #280;Home & Kitchen;Bedding;CozyLiving;267.52;370
281;CozyLiving Decor Model #281;Home & Kitchen;Decor;CozyLiving;296.40;442
282;HomeEssentials Decor Model #282;Home & Kitchen;Decor;HomeEssentials;253.14;222
283;HomeEssentials Bedding Model #283;Home & Kitchen;Bedding;HomeEssentials;179.18;87
284;TechGiant Headphones Model #284;Electronics;Headphones;TechGiant;1520.89;252
285;TechGiant Headphones Model #285;Electronics;Headphones;TechGiant;1324.16;134
286;TechGiant Smartphones Model #286;Electronics;Smartphones;TechGiant;1759.95;146
287;UrbanWear Jackets Model #287;Clothing;Jackets;UrbanWear;276.74;184
288;ElectroBrand Smartphones Model #288;Electronics;Smartphones;ElectroBrand;1777.89;383
289;GadgetPro Laptops Model #289;Electronics;Laptops;GadgetPro;840.23;99
290;UrbanWear T-Shirts Model #290;Clothing;T-Shirts;UrbanWear;103.13;456
291;UrbanWear Jackets Model #291;Clothing;Jackets;UrbanWear;267.87;87
292;UrbanWear T-Shirts Model #292;Clothing;T-Shirts;UrbanWear;259.91;341
293;TechGiant Smartphones Model #293;Electronics;Smartphones;TechGiant;355.43;395
294;TechGiant Headphones Model #294;Electronics;Headphones;TechGiant;1281.23;131
295;KitchenWiz Cookware Model #295;Home & Kitchen;Cookware;KitchenWiz;266.70;42
296;UrbanWear Jackets Model #296;Clothing;Jackets;UrbanWear;161.32;80
297;GadgetPro Headphones Model #297;Electronics;Headphones;GadgetPro;1701.15;452
298;EcoThreads T-Shirts Model #298;Clothing;T-Shirts;EcoThreads;31.49;452
299;VitaBoost Makeup Model #299;Beauty & Health;Makeup;VitaBoost;34.07;250
300;ClassicFits T-Shirts Model #300;Clothing;T-Shirts;ClassicFits;46.35;189
301;TechGiant Headphones Model #301;Electronics;Headphones;TechGiant;1626.01;45
302;HomeEssentials Bedding Model #302;Home & Kitchen;Bedding;HomeEssentials;419.83;466
303;PureHealth Skincare Model #303;Beauty & Health;Skincare;PureHealth;192.65;345
304;UrbanWear Jeans Model #304;Clothing;Jeans;UrbanWear;163.42;86
305;ClassicFits T-Shirts Model #305;Clothing;T-Shirts;ClassicFits;123.74;269
306;GadgetPro Headphones Model #306;Electronics;Headphones;GadgetPro;1102.23;338
307;CozyLiving Bedding Model #307;Home & Kitchen;Bedding;CozyLiving;122.16;448
308;GadgetPro Laptops Model #308;Electronics;Laptops;GadgetPro;344.82;493
309;TechGiant Laptops Model #309;Electronics;Laptops;TechGiant;1695.48;8
310;EcoThreads Jeans Model #310;Clothing;Jeans;EcoThreads;270.44;183
311;GlowUp Makeup Model #311;Beauty & Health;Makeup;GlowUp;17.63;282
312;ClassicFits Jackets Model #312;Clothing;Jackets;ClassicFits;259.20;136
313;HomeEssentials Cookware Model #313;Home & Kitchen;Cookware;HomeEssentials;447.00;27
314;VitaBoost Skincare Model #314;Beauty & Health;Skincare;VitaBoost;199.16;7
315;HomeEssentials Decor Model #315;Home & Kitchen;Decor;HomeEssentials;132.85;41
316;GlowUp Skincare Model #316;Beauty & Health;Skincare;GlowUp;167.76;147
317;TechGiant Headphones Model #317;Electronics;Headphones;TechGiant;358.11;21
318;CozyLiving Decor Model #318;Home & Kitchen;Decor;CozyLiving;149.99;174
319;GadgetPro Smartphones Model #319;Electronics;Smartphones;GadgetPro;484.21;65
320;TechGiant Laptops Model #320;Electronics;Laptops;TechGiant;970.57;388
321;VitaBoost Makeup Model #321;Beauty & Health;Makeup;VitaBoost;102.20;83
322;ElectroBrand Laptops Model #322;Electronics;Laptops;ElectroBrand;252.23;55
323;GadgetPro Laptops Model #323;Electronics;Laptops;GadgetPro;1898.41;446
324;TechGiant Headphones Model #324;Electronics;Headphones;TechGiant;877.28;463
325;VitaBoost Vitamins Model #325;Beauty & Health;Vitamins;VitaBoost;179.03;462
326;KitchenWiz Bedding Model #326;Home & Kitchen;Bedding;KitchenWiz;344.05;460
327;ClassicFits Jackets Model #327;Clothing;Jackets;ClassicFits;123.83;345
328;VitaBoost Makeup Model #328;Beauty & Health;Makeup;VitaBoost;191.73;89
